#Entity   SMCLK        MMCLK        DVCCTR                      MMTMP             TMPTR        POWER             TOTEC                   PSTAT        FANSP        GPUTL             MCUTL             ECUTL             DCUTL             MUSAM             GUSAM             PVIOL             TVIOL             SBVIO             BLVIO                       LUVIO                       RVIOL                       TAPCV                       TAPBC                       FBUSD             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID                                                              C                  C            W                 mJ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
GPU 0     1410         1512         0                           68                58           77.560            28576112849             0            N/A          0                 0                 0                 0                 7.000             80.000            0                 0                 0                 0                           0                           0                           159191048110368             156080327784992             456               0.949        0.542        0.068        0.468        0.071        0.000        0.000        0.000        81620754                    51304474                    0                           0                           
GPU 0     1410         1512         0                           68                60           77.538            28576126319             0            N/A          0                 0                 0                 0                 7.000             80.000            0                 0                 0                 0                           0                           0                           159191048110368             156080327784992             456               0.949        0.542        0.068        0.468        0.071        0.000        0.000        0.000        81620754                    51304474                    0                           0                           
GPU 0     1410         1512         0                           68                61           253.071           28576151177             0            N/A          68                7                 0                 0                 6.000             68.000            0                 0                 0                 0                           0                           0                           159191048110368             156080327784992             456               0.955        0.560        0.070        0.487        0.071        0.000        0.000        0.002        8480973                     16594909                    0                           0                           
GPU 0     1410         1512         0                           68                61           253.195           28576176635             0            N/A          68                7                 0                 0                 6.000             68.000            0                 0                 0                 0                           0                           0                           159191048110368             156080327784992             456               0.955        0.000        0.000        0.000        0.071        0.000        0.000        0.002        5790513                     14650525                    0                           0                           
GPU 0     1410         1512         0                           68                62           254.028           28576202192             0            N/A          96                9                 0                 0                 9.000             95.000            0                 0                 0                 0                           0                           0                           159191048110368             156080327784992             456               0.956        0.560        0.070        0.488        0.071        0.000        0.000        0.002        5776747                     14655086                    0                           0                           
GPU 0     1410         1512         0                           68                62           254.140           28576227759             0            N/A          96                9                 0                 0                 9.000             95.000            0                 0                 0                 0                           0                           0                           159191048110368             156080327784992             456               0.955        0.559        0.070        0.486        0.071        0.000        0.000        0.000        5806107                     14674385                    0                           0                           
GPU 0     1410         1512         0                           68                62           254.028           28576253275             0            N/A          96                9                 0                 0                 9.000             95.000            0                 0                 0                 0                           0                           0                           159191048110368             156080327784992             456               0.955        0.000        0.000        0.000        0.071        0.000        0.000        0.002        11486676                    18078888                    0                           0                           
GPU 0     1410         1512         0                           68                62           254.140           28576279235             0            N/A          96                9                 0                 0                 9.000             95.000            0                 0                 0                 0                           0                           0                           159191048110368             156080327784992             456               0.955        0.559        0.070        0.487        0.070        0.000        0.000        0.002        7629275                     15847408                    0                           0                           
GPU 0     1410         1512         0                           68                62           254.140           28576304891             0            N/A          96                9                 0                 0                 9.000             95.000            0                 0                 0                 0                           0                           0                           159191048110368             156080327784992             456               0.953        0.559        0.070        0.486        0.071        0.000        0.000        0.002        13424721                    19315163                    0                           0                           
GPU 0     1410         1512         0                           68                62           254.317           28576330816             0            N/A          96                9                 0                 0                 9.000             95.000            0                 0                 0                 0                           0                           0                           159191048110368             156080327784992             456               0.956        0.561        0.070        0.488        0.071        0.000        0.000        0.000        9239738                     17089333                    0                           0                           
GPU 0     1410         1512         0                           68                62           254.553           28576381606             0            N/A          95                9                 0                 0                 9.000             95.000            0                 0                 0                 0                           0                           0                           159191048110368             156080327784992             456               0.955        0.561        0.070        0.488        0.071        0.000        0.000        0.002        7253808                     15581228                    0                           0                           
GPU 0     1410         1512         0                           68                62           253.166           28576407131             0            N/A          95                9                 0                 0                 9.000             95.000            0                 0                 0                 0                           0                           0                           159191048110368             156080327784992             456               0.950        0.000        0.000        0.000        0.070        0.000        0.000        0.002        5436238                     14478505                    0                           0                           
GPU 0     1410         1512         0                           68                62           253.468           28576432610             0            N/A          95                9                 0                 0                 9.000             95.000            0                 0                 0                 0                           0                           0                           159191048110368             156080327784992             456               0.951        0.557        0.069        0.484        0.070        0.000        0.000        0.002        5069269                     14244026                    0                           0                           
GPU 0     1410         1512         0                           68                62           253.852           28576458124             0            N/A          95                9                 0                 0                 9.000             95.000            0                 0                 0                 0                           0                           0                           159191048110368             156080327784992             456               0.951        0.557        0.070        0.485        0.070        0.000        0.000        0.000        7028392                     15546140                    0                           0                           
